CP1 MT FUNNY|false|1065
871.9846801757812,365.3116760253906,-669.32666015625|0.02617514878511429,9.88985071614934e-09,0.999657392501831|-6.685575471010452e-08,1,-8.142681195977275e-09|Running
871.9985961914062,365.3873596191406,-668.798828125|0.026175862178206444,1.775573643669759e-08,0.9996573328971863|-8.657012529056374e-08,1,-1.5494999061616e-08|Running
872.0125122070312,365.4630432128906,-668.27099609375|0.026176339015364647,2.5614907528392905e-08,0.9996573328971863|-1.0626764179733073e-07,1,-2.2841037505827444e-08|Running
872.0264282226562,365.5387268066406,-667.7431640625|0.02399764023721218,3.342488597013471e-08,0.9997119903564453|-1.2589828202180797e-07,1,-3.04123837224779e-08|Running
872.039306640625,365.61431884765625,-667.21533203125|0.021813824772834778,2.1708284947408174e-08,0.9997620582580566|-7.615189900889163e-08,1,-2.005189259079998e-08|Running
872.0509643554688,365.6897888183594,-666.6875|0.015272516757249832,1.0325098998009707e-08,0.9998833537101746|-2.6381929529861736e-08,1,-9.923337707107294e-09|Running
872.0595092773438,365.7650146484375,-666.15966796875|0.013088822364807129,-9.403912093475242e-10,0.9999143481254578|2.323452719110719e-08,1,6.363331528369542e-10|Running
872.0665893554688,365.840087890625,-665.631591796875|0.010907448828220367,-1.2088440470847672e-08,0.9999405145645142|7.27854114757065e-08,1,1.129520921239191e-08|Running
872.072509765625,365.9150390625,-665.103515625|0.010907448828220367,-1.9582403254503333e-08,0.9999405145645142|1.0378008852285348e-07,1,1.845152475254963e-08|Running
872.078369140625,365.989990234375,-664.575439453125|0.010909594595432281,-1.6140903724704003e-08,0.9999405145645142|7.922615452571335e-08,1,1.5277487719345118e-08|Running
872.085693359375,366.08367919921875,-663.9153442382812|0.010909594595432281,-1.1843159342106446e-08,0.9999405145645142|4.85631908020423e-08,1,1.1314027936748516e-08|Running
872.091552734375,366.15863037109375,-663.3872680664062|0.013089536689221859,-8.354925640219335e-09,0.9999143481254578|2.4080948790583534e-08,1,8.040406562770386e-09|Running
872.0966186523438,366.2149353027344,-662.9912109375|0.019635144621133804,-5.620742093981335e-09,0.9998072385787964|5.766719546329568e-09,1,5.508573597268196e-09|Running
872.1090087890625,366.3086242675781,-662.3313598632812|0.02617633529007435,-8.68194793834931e-10,0.9996573328971863|-2.4781796170714188e-08,1,1.517411307716543e-09|Running
872.118896484375,366.3645935058594,-661.9354858398438|0.03271998092532158,2.1004165073890135e-09,0.9994645714759827|-4.3106297198391985e-08,1,-6.903488891651932e-10|Running
872.1356201171875,366.43853759765625,-661.4076538085938|0.04143935441970825,6.267583785302122e-09,0.9991410374641418|-6.753901260481143e-08,1,-3.471792853204647e-09|Running
872.1567993164062,366.5115661621094,-660.8798217773438|0.050158191472291946,1.0642735581711804e-08,0.9987412691116333|-9.197421491080604e-08,1,-6.037074395948139e-09|Running
872.1826171875,366.584228515625,-660.3521118164062|0.061049625277519226,1.5277842990712998e-08,0.9981347322463989|-1.1642119090993219e-07,1,-8.18564060978133e-09|Running
872.2140502929688,366.6555480957031,-659.8245239257812|0.0719340369105339,1.2627372925066993e-08,0.9974094033241272|-8.856695643544299e-08,1,-6.2726446259375734e-09|Running
872.2606811523438,366.74383544921875,-659.1653442382812|0.07845699042081833,5.807120118106468e-09,0.9969174861907959|-3.193792608158219e-08,1,-3.3115743480749416e-09|Running
872.2913208007812,366.7965393066406,-658.77001953125|0.0828070417046547,1.5711905110293856e-09,0.996565580368042|2.0197445937952807e-09,1,-1.7444307109926172e-09|Running
872.3347778320312,366.8666076660156,-658.2431640625|0.0828070417046547,-4.072491233131359e-09,0.996565580368042|4.7281620396688595e-08,1,1.5778188477977295e-10|Running
872.3784790039062,366.933837890625,-657.7158813476562|0.08498397469520569,-9.809445700170727e-09,0.9963822960853577|9.250501875612827e-08,1,1.955074546700075e-09|Running
872.4221801757812,367.7992858886719,-657.1885375976562|0.08498397469520569,-1.554149342553046e-08,0.9963822960853577|1.376895113480714e-07,1,3.854034869021916e-09|Jumping
872.46728515625,368.6102600097656,-656.6577758789062|0.08498381823301315,-1.5059395508387752e-08,0.9963823556900024|1.2993729114896269e-07,1,4.031412537131018e-09|Freefall
872.5126953125,369.36669921875,-656.1262817382812|0.08498360961675644,-1.250884906767169e-08,0.9963823556900024|1.0456653143364747e-07,1,3.6355605192994744e-09|Freefall
872.55810546875,370.06866455078125,-655.5947875976562|0.08498360961675644,-9.960483104975992e-09,0.9963823556900024|7.921743616634558e-08,1,3.2400198080040354e-09|Freefall
872.603515625,370.7160949707031,-655.0632934570312|0.08498360961675644,-7.414295843943819e-09,0.9963823556900024|5.3890001794343334e-08,1,2.844820601310971e-09|Freefall
872.64892578125,371.3090515136719,-654.5317993164062|0.08498360961675644,-4.87028772866438e-09,0.9963823556900024|2.858419101414711e-08,1,2.4499628992202815e-09|Freefall
872.6943359375,371.8475036621094,-654.0003051757812|0.08498360961675644,-2.3284563166470207e-09,0.9963823556900024|3.2999971644187553e-09,1,2.0554464796873617e-09|Freefall
872.73974609375,372.3314514160156,-653.4688110351562|0.08498360961675644,2.1120043214306605e-10,0.9963823556900024|-2.196260240339143e-08,1,1.6612707876006994e-09|Freefall
872.78515625,372.7608947753906,-652.9373168945312|0.08498360961675644,2.7486843912072345e-09,0.9963823556900024|-4.720362412058421e-08,1,1.2674352678487821e-09|Freefall
872.83056640625,373.1358337402344,-652.4058227539062|0.08498360961675644,5.283997683847019e-09,0.9963823556900024|-7.24230915238877e-08,1,8.739396983870051e-10|Freefall
872.8759765625,373.456298828125,-651.8743286132812|0.08498360961675644,7.817141600696687e-09,0.9963823556900024|-9.762101171872928e-08,1,4.807840237042171e-10|Freefall
872.92138671875,373.72222900390625,-651.3428344726562|0.08498360961675644,1.0348117918113076e-08,0.9963823556900024|-1.2279741667953203e-07,1,8.796796624466197e-11|Freefall
872.966796875,373.9336853027344,-650.8113403320312|0.08498360961675644,1.2876928856542236e-08,0.9963823556900024|-1.4795230640629597e-07,1,-3.0450858501396283e-10|Freefall
873.01220703125,374.09063720703125,-650.2798461914062|0.08498360961675644,1.5403575304162587e-08,0.9963823556900024|-1.7308570932073053e-07,1,-6.966459631385646e-10|Freefall
873.0576171875,374.1930847167969,-649.7483520507812|0.08498360961675644,1.1529212251559784e-08,0.9963823556900024|-1.2765215728904877e-07,1,-6.833428822794474e-10|Freefall
873.10302734375,374.24102783203125,-649.2168579101562|0.08498360961675644,7.6581683217114e-09,0.9963823556900024|-8.225740089073952e-08,1,-6.70061617302764e-10|Freefall
873.1484375,374.2344970703125,-648.6853637695312|0.08498360961675644,3.790439517814548e-09,0.9963823556900024|-3.690141880952069e-08,1,-6.567998367401628e-10|Freefall
873.19384765625,374.1734313964844,-648.1538696289062|0.08498360961675644,-7.397694262722965e-11,0.9963823556900024|8.415826258101333e-09,1,-6.43558539792366e-10|Freefall
873.2392578125,374.0578918457031,-647.6223754882812|0.08498360961675644,-3.935083814354812e-09,0.9963823556900024|5.3694368062906506e-08,1,-6.303377264593735e-10|Freefall
873.28466796875,373.8878479003906,-647.0908813476562|0.08498360961675644,-7.792883671697837e-09,0.9963823556900024|9.893422969753374e-08,1,-6.171373412300341e-10|Freefall
873.330078125,373.6632995605469,-646.5593872070312|0.08103607594966888,-1.0602627220634986e-08,0.9967111945152283|1.440643160321997e-07,1,-1.0753163914856145e-09|Freefall
873.3733520507812,373.3842468261719,-646.0278930664062|0.06894280761480331,1.4814998117174127e-09,0.9976206421852112|1.3386853936481202e-07,1,-1.0736318500903508e-08|Freefall
873.4103393554688,373.0506896972656,-645.4959106445312|0.05027804523706436,6.347914904836216e-08,0.998735249042511|1.0296861319147865e-07,1,-6.874315516824936e-08|Freefall
873.4374389648438,372.66265869140625,-644.9632568359375|0.02103555202484131,1.431363187975876e-07,0.9997787475585938|5.258499413685058e-08,1,-1.4427439509745454e-07|Freefall
873.4491577148438,372.2200927734375,-644.4301147460938|-0.02887936867773533,2.2377759023584076e-07,0.9995828866958618|1.958940565316425e-08,1,-2.2330500826228672e-07|Freefall
873.4381713867188,371.7230529785156,-643.8970947265625|-0.09215360879898071,3.821598113518121e-07,0.9957448244094849|3.405851600746246e-08,1,-3.8064089835643244e-07|Freefall
873.397216796875,371.1715087890625,-643.3656005859375|-0.16824015974998474,6.059852921680431e-07,0.9857460260391235|9.778337783927782e-08,1,-5.980589321552543e-07|Freefall
873.321533203125,370.5654602050781,-642.8380737304688|-0.23877069354057312,7.479369514840073e-07,0.9710759520530701|1.7428563126031804e-07,1,-7.273608275681909e-07|Freefall
873.207763671875,369.9049072265625,-642.3175659179688|-0.3043980002403259,7.375412565124861e-07,0.9525449275970459|2.237771496993446e-07,1,-7.027741162346501e-07|Freefall
873.0570678710938,369.18988037109375,-641.8065185546875|-0.3645574450492859,6.617265739805589e-07,0.9311808943748474|2.438281683225796e-07,1,-6.151728371150966e-07|Freefall
872.8673706054688,369.0817565917969,-641.3189697265625|-0.44579461216926575,1.7624833503759874e-07,0.8951352834701538|7.717727612543968e-08,1,-1.5845998291297292e-07|Landed
872.63916015625,369.0796203613281,-640.849365234375|-0.49025988578796387,-2.206568012752541e-07,0.8715763092041016|-9.822299773531995e-08,1,1.9791957583947806e-07|Landed
872.385986328125,369.07958984375,-640.391845703125|-0.5075090527534485,-1.3615351690532407e-07,0.8616464138031006|-6.430146726188468e-08,1,1.2014201900001353e-07|Running
872.121826171875,369.07958984375,-639.940185546875|-0.5428058505058289,-2.6214445725258884e-08,0.8398582339286804|-1.9143278962019394e-08,1,1.8840516702312016e-08|Running
871.84033203125,369.07958984375,-639.4986572265625|-0.5609999299049377,6.514125061585219e-08,0.82781583070755|2.309506008657536e-08,1,-6.303929467321723e-08|Running
871.5478515625,368.98004150390625,-639.0640258789062|-0.5753606557846069,1.0179020648592996e-07,0.8178998231887817|4.461521996290685e-08,1,-9.3068081241654e-08|Running
871.2473754882812,368.8187561035156,-638.634521484375|-0.586018443107605,8.651441874008015e-08,0.8102977275848389|4.1292949504168064e-08,1,-7.690505299251527e-08|Running
870.9409790039062,368.8141784667969,-638.208984375|-0.5877872705459595,5.398269564693692e-08,0.8090155720710754|2.8617170855227414e-08,1,-4.593470492864071e-08|Running
870.6338500976562,369.67962646484375,-637.783935546875|-0.5913089513778687,2.1512862602435234e-08,0.8064451217651367|1.598444221428963e-08,1,-1.4955906735281133e-08|Jumping
870.3197021484375,370.4906005859375,-637.3545532226562|-0.5913089513778687,-1.0929229965483955e-08,0.8064451217651367|3.162675454859709e-09,1,1.5871320258042942e-08|Freefall
870.0043334960938,371.2470397949219,-636.9243774414062|-0.5913089513778687,-4.3343604261281143e-08,0.8064451217651367|-9.648140064655308e-09,1,4.667220565579555e-08|Freefall
869.6100463867188,372.115966796875,-636.3866577148438|-0.5913089513778687,-8.382262706163601e-08,0.8064451217651367|-2.5646276213819874e-08,1,8.513630689321872e-08|Freefall
869.3734741210938,372.596435546875,-636.0640258789062|-0.5913089513778687,-1.0808928863070832e-07,0.8064451217651367|-3.523695824014794e-08,1,1.0819504581149886e-07|Freefall
869.0580444335938,373.18939208984375,-635.6338500976562|-0.5913089513778687,-1.4042065288322192e-07,0.8064451217651367|-4.801497865969395e-08,1,1.3891703076751583e-07|Freefall
868.7426147460938,373.72784423828125,-635.2036743164062|-0.5913089513778687,-1.388140020708306e-07,0.8064451217651367|-4.867884584314197e-08,1,1.364380182167224e-07|Freefall
868.4271850585938,374.2117919921875,-634.7734985351562|-0.5913089513778687,-1.0331286404152706e-07,0.8064451217651367|-3.724408159655468e-08,1,1.0080054124728122e-07|Freefall
868.1117553710938,374.6412353515625,-634.3433227539062|-0.5913089513778687,-6.784205908161312e-08,0.8064451217651367|-2.5819087312584088e-08,1,6.519352524492206e-08|Freefall
867.7963256835938,375.01617431640625,-633.9131469726562|-0.5913089513778687,-3.2401562322093014e-08,0.8064451217651367|-1.4403847892197064e-08,1,2.9616943564292342e-08|Freefall
867.4808959960938,375.3366394042969,-633.4829711914062|-0.5913089513778687,3.0086424462894e-09,0.8064451217651367|-2.9983586724569022e-09,1,-5.92923043996052e-09|Freefall
867.1654663085938,375.6025695800781,-633.0527954101562|-0.5897124409675598,3.863720010599536e-08,0.8076133131980896|8.519124072847717e-09,1,-4.162061983947751e-08|Freefall
866.8509521484375,375.81402587890625,-632.6221923828125|-0.5864101052284241,7.609403951391869e-08,0.8100143074989319|2.092252593399735e-08,1,-7.87947342928419e-08|Freefall
866.5382080078125,375.9709777832031,-632.1902465820312|-0.5781030654907227,1.2389205039653461e-07,0.8159637451171875|3.857645580751523e-08,1,-1.245041545416825e-07|Freefall
866.229736328125,376.07342529296875,-631.7551879882812|-0.5562723875045776,1.503801030366958e-07,0.831000030040741|5.852527351635217e-08,1,-1.4178593232827552e-07|Freefall
865.9326782226562,376.1213684082031,-631.3123168945312|-0.5178796648979187,2.1601196920073562e-07,0.8554534912109375|1.0106585790481404e-07,1,-1.9132778561470332e-07|Freefall
865.65380859375,376.1148376464844,-630.8578491210938|-0.4699571132659912,3.159214543302369e-07,0.8826892375946045|1.4661993930076278e-07,1,-2.7984521011603647e-07|Freefall
865.3983764648438,376.05377197265625,-630.3899536132812|-0.38508015871047974,6.506742806777766e-07,0.922883152961731|2.5166991690639406e-07,1,-6.000339567435731e-07|Freefall
865.1613159179688,375.938232421875,-629.9402465820312|-0.3230102062225342,5.830286227137549e-07,0.9463954567909241|1.9854942934216524e-07,1,-5.482856977323536e-07|Freefall
864.9426879882812,375.7681884765625,-629.5254516601562|-0.26766592264175415,2.390555664533167e-07,0.9635117650032043|5.3867402982632484e-08,1,-2.3314410668717755e-07|Freefall
864.7426147460938,375.54364013671875,-629.1458129882812|-0.21649169921875,1.3266026055447355e-09,0.9762844443321228|-2.3754438416290213e-08,1,-6.626390103292579e-09|Freefall
864.5610961914062,375.26458740234375,-628.8013305664062|-0.16290193796157837,-8.550714625243927e-08,0.9866422414779663|-3.413868299162459e-08,1,8.102824722300284e-08|Freefall
864.3981323242188,374.9310302734375,-628.4920043945312|-0.10235941410064697,-1.201318866606016e-07,0.9947474598884583|-2.5486297516863488e-08,1,1.1814367439910711e-07|Freefall
864.2537231445312,374.5429992675781,-628.2178344726562|-0.03489812836050987,-1.5513568030200986e-07,0.9993909001350403|-1.3805198761929205e-08,1,1.5474816450478102e-07|Freefall
864.1278076171875,374.1004333496094,-627.9788208007812|0.0392589196562767,-1.3667484211055125e-07,0.9992290735244751|5.616948572928493e-10,1,1.3675821719516534e-07|Freefall
864.020263671875,373.6033935546875,-627.7749633789062|0.11536818742752075,-1.0075120115971004e-07,0.9933227896690369|1.3593051129134892e-08,1,9.984971427456912e-08|Freefall
863.9312744140625,373.0518493652344,-627.6062622070312|0.20150762796401978,-6.558622800412195e-08,0.9794869422912598|2.4842778501010798e-08,1,6.184892953342569e-08|Freefall
863.9113159179688,372.44580078125,-627.5684204101562|0.2923692464828491,-3.153112615450482e-08,0.9563055038452148|3.31231682082489e-08,1,2.284513556105594e-08|Landed
863.910888671875,372.00384521484375,-627.5676879882812|0.38469910621643066,1.0454573873275308e-09,0.9230420589447021|3.779701529538215e-08,1,-1.688540152144924e-08|Landed
863.910888671875,372.0390930175781,-627.5676879882812|0.4694713056087494,3.191737718566401e-08,0.8829477429389954|3.864096953520857e-08,1,-5.669441449640544e-08|Running
863.98974609375,372.11566162109375,-627.4191284179688|0.592971682548523,1.608336077651984e-07,0.8052233457565308|-6.323471524183333e-08,1,-1.531714275415652e-07|Running
864.2281494140625,372.1827087402344,-627.0665893554688|0.6579762101173401,1.7525474049762124e-07,0.7530387043952942|-1.0924058102546041e-07,1,-1.3727985503919626e-07|Running
864.5652465820312,372.254638671875,-626.668212890625|0.7134560346603394,1.1720721460051209e-07,0.7006999850273132|-1.0322452936861737e-07,1,-6.216790637836311e-08|Running
865.030029296875,372.3540344238281,-626.2026977539062|0.7561612129211426,4.820738297439675e-08,0.6543853282928467|-8.715511512491503e-08,1,2.7042073469374373e-08|Running
865.3258666992188,372.41571044921875,-625.9403686523438|0.7920254468917847,8.593885603147555e-09,0.6104881167411804|-7.36290317604471e-08,1,8.144659346953631e-08|Running
